date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:36:38	63339/63339	---MCZ	200	added ('OK')	application/javascript	etag:W/%2220a73b40c2cc8f0ad208771d62fe8007%22	https://eliah-next.vercel.app/_next/static/chunks/138-922ad7127daf7c11.js	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/chunks/138-922ad7127daf7c11.js	(from https://eliah-next.vercel.app/)
16:36:38	41278/41278	---MCZ	200	added ('OK')	application/javascript	etag:W/%220a5655ab1ef5f867f47d1b3aff4eadd7%22	https://eliah-next.vercel.app/_next/static/chunks/306-3162da1c090afb8a.js	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/chunks/306-3162da1c090afb8a.js	(from https://eliah-next.vercel.app/)
16:36:39	16824/16824	---MCZ	200	added ('OK')	application/javascript	etag:W/%222f73f6fd9f748121f10c1c75bb465cd5%22	https://eliah-next.vercel.app/_next/static/chunks/159-f51d6e288a6a941a.js	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/chunks/159-f51d6e288a6a941a.js	(from https://eliah-next.vercel.app/)
16:36:40	21238/21238	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fb55fad8ad54be5a40179c8ae9024643%22	https://eliah-next.vercel.app/_next/static/chunks/246-79006e1a0387d808.js	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/chunks/246-79006e1a0387d808.js	(from https://eliah-next.vercel.app/)
16:36:40	17537/17537	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256cf518a348027507a4d6b76ba3225b2%22	https://eliah-next.vercel.app/_next/static/chunks/172-b5901a45ca42c7cb.js	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/chunks/172-b5901a45ca42c7cb.js	(from https://eliah-next.vercel.app/)
16:36:41	6177/6177	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b36a583df75482acf1233634b487d6db%22	https://eliah-next.vercel.app/_next/static/chunks/362-56f2635b7b4e9ed6.js	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/chunks/362-56f2635b7b4e9ed6.js	(from https://eliah-next.vercel.app/)
16:36:41	8469/8469	---MCZ	200	added ('OK')	application/javascript	etag:W/%22670b804bf897cf9b529214bfe32db44a%22	https://eliah-next.vercel.app/_next/static/chunks/app/page-cb7f32ab07471aaa.js	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/chunks/app/page-cb7f32ab07471aaa.js	(from https://eliah-next.vercel.app/)
16:36:42	23147/23147	---MCZ	200	added ('OK')	application/javascript	etag:W/%2271ec4fce633cd0a778dfde1fbecc7beb%22	https://eliah-next.vercel.app/_next/static/chunks/app/layout-55ed44f926b3e57a.js	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/chunks/app/layout-55ed44f926b3e57a.js	(from https://eliah-next.vercel.app/)
16:36:43	1150/1150	---MCZ	200	added ('OK')	image/x-icon	etag:W/%22505622c466755108022e77e992102f80%22	https://eliah-next.vercel.app/favicon.ico	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/favicon.ico	(from https://eliah-next.vercel.app/)
16:36:44	91460/91460	---MCZ	200	added ('OK')	application/javascript	etag:W/%22837c0df77fd5009c9e46d446188ecfd0%22	https://eliah-next.vercel.app/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js	(from https://eliah-next.vercel.app/)
16:36:47	8360/8360	---M--	200	added ('OK')	font/woff2	etag:%22c85bce28e4d66fb607fbe7e0f54c586b%22	https://eliah-next.vercel.app/_next/static/media/9445aca19675892f-s.woff2	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/9445aca19675892f-s.woff2	(from https://eliah-next.vercel.app/_next/static/css/22a924c01cd86f7a.css)
16:36:47	19848/19848	---M--	200	added ('OK')	font/woff2	etag:%2276793c7e96d2fbba0e08544868edb313%22	https://eliah-next.vercel.app/_next/static/media/5e24ed3b309e571b-s.woff2	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/5e24ed3b309e571b-s.woff2	(from https://eliah-next.vercel.app/_next/static/css/22a924c01cd86f7a.css)
16:36:48	64308/64308	---MCZ	200	added ('OK')	font/ttf	etag:W/%22e04cd17bb034e40dd4e715244d880594%22	https://eliah-next.vercel.app/_next/static/media/Spartan-Regular.271171c4.ttf	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/Spartan-Regular.271171c4.ttf	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:49	65552/65552	---MCZ	200	added ('OK')	font/ttf	etag:W/%22a9ee05b5246fd5212f67c19842661886%22	https://eliah-next.vercel.app/_next/static/media/Spartan-Medium.d6d1a0d4.ttf	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/Spartan-Medium.d6d1a0d4.ttf	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:49	65260/65260	---MCZ	200	added ('OK')	font/ttf	etag:W/%224eb6ad2a33a6945fa932d1c36f1b3c8b%22	https://eliah-next.vercel.app/_next/static/media/Spartan-SemiBold.d8d80362.ttf	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/Spartan-SemiBold.d8d80362.ttf	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:50	63120/63120	---MCZ	200	added ('OK')	font/ttf	etag:W/%227f70721635a7742947cedd38e9906609%22	https://eliah-next.vercel.app/_next/static/media/Spartan-Bold.0f68bffd.ttf	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/Spartan-Bold.0f68bffd.ttf	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:51	6804/6804	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22588e92cf24b21922a067e39c47acaf21%22	https://eliah-next.vercel.app/public/fonts/main.css	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/public/fonts/main.1a.delayed	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:52	40040/40040	---M--	200	added ('OK')	image/png	etag:%22bb588cd3086b962b0dd5fd52de486f8d%22	https://eliah-next.vercel.app/images/common/Breadcrumb/bg.png	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/images/common/Breadcrumb/bg.png	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:53	5373/5373	---M--	200	added ('OK')	image/png	etag:%22699f62f6bb8e2df2251517dbc7a39ae2%22	https://eliah-next.vercel.app/images/common/Select/ic-down.png	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/images/common/Select/ic-down.png	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:53	5886/5886	---M--	200	added ('OK')	image/png	etag:%221bcddce42c972260bf0b319508d88726%22	https://eliah-next.vercel.app/images/common/Select/ic-down-white.png	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/images/common/Select/ic-down-white.png	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:54	559/559	---M--	200	added ('OK')	image/png	etag:%225a2f7b08fa720b43e689652cc3c96091%22	https://eliah-next.vercel.app/images/brands/BrandsOne/pattern.png	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/images/brands/BrandsOne/pattern.png	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:55	20322/20322	---M--	200	added ('OK')	image/png	etag:%22fa67fc8aa11620d2708ec3dfde03aca8%22	https://eliah-next.vercel.app/images/deal_of_week/DOWOne/2.png	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/images/deal_of_week/DOWOne/2.png	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:55	789/789	---M--	200	added ('OK')	image/png	etag:%22422ca889b4f03e88f710bd87f1452a37%22	https://eliah-next.vercel.app/images/deal_of_week/DOWOne/decoration.png	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/images/deal_of_week/DOWOne/decoration.png	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:56	246541/246541	---M--	200	added ('OK')	image/png	etag:%222bd1bcfbff87b34be4ad287f5764c8d3%22	https://eliah-next.vercel.app/images/deal_of_week/DOWTwo/bg.png	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/images/deal_of_week/DOWTwo/bg.png	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:57	36645/36645	---M--	200	added ('OK')	image/png	etag:%226c3d76baa078fbf96e6fce39d87084aa%22	https://eliah-next.vercel.app/images/footer/footer-2-bg.png	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/images/footer/footer-2-bg.png	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:58	22103/22103	---M--	200	added ('OK')	image/png	etag:%22e61891d4011dec846de97b3fe48939db%22	https://eliah-next.vercel.app/images/introduction/IntroductionNine/bg.png	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/images/introduction/IntroductionNine/bg.png	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:58	805488/805488	---M--	200	added ('OK')	image/png	etag:%22e676b46740a7380c1b06278989a221e3%22	https://eliah-next.vercel.app/images/404/bg.png	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/images/404/bg.png	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:36:59	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22592643a83b8541edc52063d84c468700%22	https://eliah-next.vercel.app/_next/static/media/fa-brands-400.b2970adc.eot	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-brands-400.b2970adc.eot	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:00	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22592643a83b8541edc52063d84c468700%22	https://eliah-next.vercel.app/_next/static/media/fa-brands-400.b2970adc.eot?	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-brands-400.b2970adcd41d.eot	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:00	76736/76736	---M--	200	added ('OK')	font/woff2	etag:%22ed311c7a0ade9a75bb3ebf5a7670f31d%22	https://eliah-next.vercel.app/_next/static/media/fa-brands-400.7edea186.woff2	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-brands-400.7edea186.woff2	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:01	89988/89988	---M--	200	added ('OK')	font/woff	etag:%221a575a4138e5f366474f0e7c5bd614a5%22	https://eliah-next.vercel.app/_next/static/media/fa-brands-400.0e53fe4f.woff	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-brands-400.0e53fe4f.woff	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:02	133988/133988	---MCZ	200	added ('OK')	font/ttf	etag:W/%22513aa607d398efaccc559916c3431403%22	https://eliah-next.vercel.app/_next/static/media/fa-brands-400.9c02eaf6.ttf	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-brands-400.9c02eaf6.ttf	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:03	747927/747927	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d5619cd804367cefe6da2d79289218a%22	https://eliah-next.vercel.app/_next/static/media/fa-brands-400.a76d53bf.svg	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-brands-400.a76d53bf.svg	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:03	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22b0e2db3b634d1bc3928e127458d993d8%22	https://eliah-next.vercel.app/_next/static/media/fa-regular-400.a0140e7c.eot	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-regular-400.a0140e7c.eot	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:04	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22b0e2db3b634d1bc3928e127458d993d8%22	https://eliah-next.vercel.app/_next/static/media/fa-regular-400.a0140e7c.eot?	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-regular-400.a0140e7cd41d.eot	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:04	13224/13224	---M--	200	added ('OK')	font/woff2	etag:%22b91d376b8d7646d671cd820950d5f7f1%22	https://eliah-next.vercel.app/_next/static/media/fa-regular-400.e2b3a9dc.woff2	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-regular-400.e2b3a9dc.woff2	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:05	16276/16276	---M--	200	added ('OK')	font/woff	etag:%22d1d7e3b4c219fde0f7376c6facfd7149%22	https://eliah-next.vercel.app/_next/static/media/fa-regular-400.04dd5282.woff	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-regular-400.04dd5282.woff	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:06	33736/33736	---MCZ	200	added ('OK')	font/ttf	etag:W/%22766913e6c0088ab8c9f73e18b4127bc4%22	https://eliah-next.vercel.app/_next/static/media/fa-regular-400.7346017c.ttf	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-regular-400.7346017c.ttf	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:07	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c5d109be8edd3de0f60eb472bd9ef691%22	https://eliah-next.vercel.app/_next/static/media/fa-regular-400.ee37fbcc.svg	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-regular-400.ee37fbcc.svg	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:07	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%220c6bfc668a72935760178f91327aed3a%22	https://eliah-next.vercel.app/_next/static/media/fa-solid-900.974801a4.eot	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-solid-900.974801a4.eot	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:08	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%220c6bfc668a72935760178f91327aed3a%22	https://eliah-next.vercel.app/_next/static/media/fa-solid-900.974801a4.eot?	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-solid-900.974801a4d41d.eot	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:08	78268/78268	---M--	200	added ('OK')	font/woff2	etag:%22d824df7eb2e268626a2dd9a6a741ac4e%22	https://eliah-next.vercel.app/_next/static/media/fa-solid-900.620019ed.woff2	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-solid-900.620019ed.woff2	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:09	101648/101648	---M--	200	added ('OK')	font/woff	etag:%22d745348d289b149026921f197929a893%22	https://eliah-next.vercel.app/_next/static/media/fa-solid-900.e67670b0.woff	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-solid-900.e67670b0.woff	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:10	202744/202744	---MCZ	200	added ('OK')	font/ttf	etag:W/%22b9625119ce4300f0ef890a8f3234c773%22	https://eliah-next.vercel.app/_next/static/media/fa-solid-900.d5b0a356.ttf	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-solid-900.d5b0a356.ttf	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
16:37:11	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2237bc7099f6f1ba80236164f22e905837%22	https://eliah-next.vercel.app/_next/static/media/fa-solid-900.cd7322bf.svg	C:/My%20Web%20Sites/pureexa/eliah-next.vercel.app/_next/static/media/fa-solid-900.cd7322bf.svg	(from https://eliah-next.vercel.app/_next/static/css/385d4530b0cbedbf.css)
